date,season,weathersit,temp,atemp,hum,windspeed,holiday,is_weekend,cnt
2015-07-04 21:00,1,1,20,20,54.5,17,0,1,1450
2015-07-04 22:00,1,1,19,19,62,15,0,1,1180
2015-07-04 23:00,1,1,19,19,64,13,0,1,1058
2015-07-05 0:00,1,1,19,19,64,12,0,1,907
2015-07-05 1:00,1,1,18.5,18.5,66,10,0,1,670
2015-07-05 2:00,1,1,17.5,17.5,66,11,0,1,531
2015-07-05 3:00,1,2,17,17,68,9,0,1,372
2015-07-05 4:00,1,2,17,17,68,9,0,1,217
2015-07-05 5:00,1,1,17,17,73,9,0,1,120
2015-07-05 6:00,1,1,17,17,73,10,0,1,236
2015-07-05 7:00,1,1,18,18,68,5.5,0,1,260
2015-07-05 8:00,1,7,17.5,17.5,72.5,11,0,1,303
2015-07-05 9:00,1,7,16,16,83,9,0,1,465
2015-07-05 10:00,1,7,16,16,83,7,0,1,745
2015-07-05 11:00,1,7,16,16,83,7,0,1,1345
2015-07-05 12:00,1,2,17,17,80,13,0,1,1781
2015-07-05 13:00,1,2,19.5,19.5,68.5,17,0,1,2193
2015-07-05 14:00,1,2,21.5,21.5,55,12,0,1,2550
2015-07-05 15:00,1,2,23,23,48.5,17,0,1,2909
2015-07-05 16:00,1,2,22.5,22.5,47,21,0,1,2990
2015-07-05 17:00,1,2,22,21,47,26,0,1,2771
2015-07-05 18:00,1,2,20.5,20.5,56.5,21.5,0,1,2524
2015-07-05 19:00,1,2,20.5,20.5,53,20.5,0,1,1956
2015-07-05 20:00,1,1,20,20,49,20,0,1,1506
2015-07-05 21:00,1,1,19,19,56,19.5,0,1,1021
2015-07-05 22:00,1,1,18,18,60,19.5,0,1,755
2015-07-05 23:00,1,1,17.5,17.5,64,13,0,1,589
2015-07-06 0:00,1,1,17,17,68,16,0,0,401
2015-07-06 1:00,1,1,16,16,77,18,0,0,167
2015-07-06 2:00,1,1,16,16,77,14,0,0,94
2015-07-06 3:00,1,1,15,15,79.5,11,0,0,70
2015-07-06 4:00,1,1,14.5,14.5,79.5,11,0,0,56
2015-07-06 5:00,1,1,14,14,82,13,0,0,158
2015-07-06 6:00,1,1,14.5,14.5,79.5,11,0,0,746
2015-07-06 7:00,1,1,16.5,16.5,70,11,0,0,2364
2015-07-06 8:00,1,2,17.5,17.5,64,13,0,0,4549
2015-07-06 9:00,1,3,19,19,54,18,0,0,2251
2015-07-06 10:00,1,2,19.5,19.5,50.5,21,0,0,1259
2015-07-06 11:00,1,2,20.5,20.5,47.5,17,0,0,1272
2015-07-06 12:00,1,3,21.5,21,47,20.5,0,0,1536
2015-07-06 13:00,1,3,22,21,47,17,0,0,1619
2015-07-06 14:00,1,2,22.5,21.5,42.5,18,0,0,1482
2015-07-06 15:00,1,2,23,22.5,42.5,20,0,0,1813
2015-07-06 16:00,1,1,23,22,41,19.5,0,0,2469
2015-07-06 17:00,1,1,23,22,41,18,0,0,4501
2015-07-06 18:00,1,1,22.5,22,45.5,18.5,0,0,4470
2015-07-06 19:00,1,1,21.5,21,48.5,18,0,0,2845
2015-07-06 20:00,1,1,20.5,20.5,51.5,16,0,0,1839
2015-07-06 21:00,1,1,19.5,19.5,54.5,13,0,0,1270
2015-07-06 22:00,1,1,19,19,60,11,0,0,800
2015-07-06 23:00,1,1,17.5,17.5,66,8,0,0,589
2015-07-07 0:00,1,1,17,17,64,6.5,0,0,322
2015-07-07 1:00,1,1,17,17,68,5,0,0,187
2015-07-07 2:00,1,1,17.5,17.5,66,6.5,0,0,129
2015-07-07 3:00,1,1,18,18,62,7.5,0,0,68
2015-07-07 4:00,1,1,16.5,16.5,66,7,0,0,49
2015-07-07 5:00,1,1,17,17,68,11,0,0,159
2015-07-07 6:00,1,1,17,17,68,15,0,0,798
2015-07-07 7:00,1,1,19,19,66,16,0,0,2589
2015-07-07 8:00,1,2,19.5,19.5,66,13,0,0,4867
2015-07-07 9:00,1,3,19,19,75.5,19.5,0,0,2309
2015-07-07 10:00,1,4,20,20,73,19.5,0,0,1217
2015-07-07 11:00,1,2,21.5,21.5,65,28.5,0,0,1085
2015-07-07 12:00,1,2,22.5,22.5,57,27,0,0,1437
2015-07-07 13:00,1,3,22.5,22.5,53,32,0,0,1492
2015-07-07 14:00,1,3,22.5,22.5,51.5,30.5,0,0,1454
2015-07-07 15:00,1,2,23,23,45.5,33,0,0,1682
2015-07-07 16:00,1,2,22.5,21.5,42.5,30.5,0,0,2344
2015-07-07 17:00,1,1,22,21,41,30,0,0,4351
2015-07-07 18:00,1,1,21.5,21,45,28.5,0,0,4346
2015-07-07 19:00,1,1,20.5,20.5,41.5,35,0,0,2709
2015-07-07 20:00,1,1,19.5,19.5,44.5,32.5,0,0,1768
2015-07-07 21:00,1,1,18,18,49,30,0,0,1150
2015-07-07 22:00,1,1,17,17,56,28.5,0,0,832
2015-07-07 23:00,1,2,16.5,16.5,61,24,0,0,564
2015-07-08 0:00,1,2,16,16,68,23,0,0,345
2015-07-08 1:00,1,3,16,16,68,23,0,0,156
2015-07-08 2:00,1,3,16,16,70,27,0,0,88
2015-07-08 3:00,1,7,15.5,15.5,70,23,0,0,49
2015-07-08 4:00,1,3,16,16,68,25,0,0,50
2015-07-08 5:00,1,7,16,16,70,26,0,0,101
2015-07-08 6:00,1,7,15.5,15.5,79.5,26,0,0,716
2015-07-08 7:00,1,3,15.5,15.5,82.5,26,0,0,2471
2015-07-08 8:00,1,3,17,17,73,22,0,0,4702
2015-07-08 9:00,1,3,17.5,17.5,68.5,25,0,0,2457
2015-07-08 10:00,1,3,19,19,60,28,0,0,1242
2015-07-08 11:00,1,3,19,19,60,29,0,0,1209
2015-07-08 12:00,1,3,20,20,56,22.5,0,0,1346
2015-07-08 13:00,1,7,19.5,19.5,66.5,17.5,0,0,1289
2015-07-08 14:00,1,7,19.5,19.5,64,26,0,0,1451
2015-07-08 15:00,1,2,20,20,58.5,25,0,0,1749
2015-07-08 16:00,1,3,19.5,19.5,66,29.5,0,0,2839
2015-07-08 17:00,1,2,20,20,53,30,0,0,5560
2015-07-08 18:00,1,2,20,20,49,26,0,0,4721
2015-07-08 19:00,1,1,20,20,44.5,24,0,0,3313
2015-07-08 20:00,1,1,19,19,47.5,19.5,0,0,2243
2015-07-08 21:00,1,2,18,18,49,17,0,0,1614
2015-07-08 22:00,1,1,17,17,52,16,0,0,1143
2015-07-08 23:00,1,1,16,16,55,16,0,0,849
2015-07-09 0:00,1,1,16,16,55,14,0,0,400
2015-07-09 1:00,1,1,15.5,15.5,59,14,0,0,212
2015-07-09 2:00,1,1,14,14,67,15,0,0,111
2015-07-09 3:00,1,1,14,14,63,18.5,0,0,81
2015-07-09 4:00,1,1,14,14,63,18,0,0,76
2015-07-09 5:00,1,1,13,13,67,17,0,0,269
2015-07-09 6:00,1,1,13,13,67,16,0,0,1724
2015-07-09 7:00,1,1,13.5,13.5,65,17,0,0,5309
2015-07-09 8:00,1,2,14.5,14.5,61,19,0,0,7531
2015-07-09 9:00,1,2,15,15,59,16,0,0,4832
2015-07-09 10:00,1,2,16.5,16.5,50.5,10,0,0,2760
2015-07-09 11:00,1,2,18,18,43,8.5,0,0,2627
2015-07-09 12:00,1,1,19,19,40.5,9,0,0,2778
2015-07-09 13:00,1,1,19.5,19.5,36,11,0,0,3109
2015-07-09 14:00,1,1,21,21,34,10,0,0,3231
2015-07-09 15:00,1,1,22,21,30,9,0,0,4076
2015-07-09 16:00,1,1,23,22,26,11,0,0,6033
2015-07-09 17:00,1,1,23,22,27,11,0,0,7860
2015-07-09 18:00,1,1,22.5,21.5,29,13,0,0,6913
2015-07-09 19:00,1,1,22,21,29,7,0,0,4654
2015-07-09 20:00,1,1,22,21,32,6.5,0,0,3156
2015-07-09 21:00,1,1,19.5,19.5,54.5,12,0,0,2179
2015-07-09 22:00,1,1,18.5,18.5,58,16,0,0,1545
2015-07-09 23:00,1,1,18,18,60,13,0,0,1038
2015-07-10 0:00,1,1,17,17,64,17,0,0,582
2015-07-10 1:00,1,1,16.5,16.5,66,15,0,0,271
2015-07-10 2:00,1,1,16,16,68,12,0,0,153
2015-07-10 3:00,1,1,15,15,72,9,0,0,74
2015-07-10 4:00,1,1,15,15,72,8,0,0,69
2015-07-10 5:00,1,1,15,15,70,6.5,0,0,132
2015-07-10 6:00,1,1,16,16,68,9,0,0,718
2015-07-10 7:00,1,1,17.5,17.5,62,9,0,0,2394
2015-07-10 8:00,1,1,19.5,19.5,49,10,0,0,4496
2015-07-10 9:00,1,1,20.5,20.5,43,12,0,0,2640
2015-07-10 10:00,1,1,22,21,41,13,0,0,1606
2015-07-10 11:00,1,1,23,22,38,14,0,0,1623
2015-07-10 12:00,1,1,24,23,34,15,0,0,2098
2015-07-10 13:00,1,1,25,24,31,17,0,0,2088
2015-07-10 14:00,1,1,25.5,24.5,28,15,0,0,2188
2015-07-10 15:00,1,1,26,25,23.5,14,0,0,2391
2015-07-10 16:00,1,1,26,25,25,18,0,0,3122
2015-07-10 17:00,1,1,25.5,24.5,26,18,0,0,4453
2015-07-10 18:00,1,1,24.5,23.5,26.5,15,0,0,3836
2015-07-10 19:00,1,1,24,23,32.5,15,0,0,2728
2015-07-10 20:00,1,1,23,22,38,13,0,0,1776
2015-07-10 21:00,1,1,22.5,21.5,41,10,0,0,1419
2015-07-10 22:00,1,1,21,21,57,11,0,0,1065
2015-07-10 23:00,1,1,20,20,58,13,0,0,857
2015-07-11 0:00,1,1,19,19,64,8,0,1,982
2015-07-11 1:00,1,1,19,19,68,7,0,1,686
2015-07-11 2:00,1,1,18,18,73,2,0,1,486
2015-07-11 3:00,1,1,18,18,73,5,0,1,313
2015-07-11 4:00,1,1,18,18,73,2,0,1,148
2015-07-11 5:00,1,1,17.5,17.5,75,6,0,1,122
2015-07-11 6:00,1,1,19,19,56,20.5,0,1,222
2015-07-11 7:00,1,1,20,20,54.5,18,0,1,359
2015-07-11 8:00,1,1,20.5,20.5,58,17,0,1,735
2015-07-11 9:00,1,2,22,22,55,19,0,1,1237
2015-07-11 10:00,1,2,22.5,22.5,53.5,19,0,1,2019
2015-07-11 11:00,1,2,23.5,23.5,48.5,20.5,0,1,2511
2015-07-11 12:00,1,2,25,25,45.5,21,0,1,3211
2015-07-11 13:00,1,3,23.5,23.5,50,26,0,1,3232
2015-07-11 14:00,1,2,24,24,44,21.5,0,1,3519
2015-07-11 15:00,1,1,25,25,39,25,0,1,3708
2015-07-11 16:00,1,1,25.5,25.5,35,26,0,1,3693
2015-07-11 17:00,1,1,25,25,37.5,23,0,1,3418
2015-07-11 18:00,1,1,24,23,39,25,0,1,3193
2015-07-11 19:00,1,1,22.5,21.5,42.5,25,0,1,2763
2015-07-11 20:00,1,1,21,21,50,23,0,1,1992
2015-07-11 21:00,1,1,21,21,50,21,0,1,1450
2015-07-11 22:00,1,1,20,20,53,19.5,0,1,1182
2015-07-11 23:00,1,7,19.5,19.5,64.5,18,0,1,910
2015-07-12 0:00,1,7,18,18,75.5,18,0,1,764
2015-07-12 1:00,1,7,17.5,17.5,77.5,19.5,0,1,636
2015-07-12 2:00,1,7,16.5,16.5,85.5,16,0,1,376
2015-07-12 3:00,1,1,16,16,83,19,0,1,337
2015-07-12 4:00,1,1,16,16,83,21,0,1,231
2015-07-12 5:00,1,1,16,16,83,19.5,0,1,106
2015-07-12 6:00,1,7,16,16,80,20.5,0,1,156
2015-07-12 7:00,1,7,17,17,77,18.5,0,1,194
2015-07-12 8:00,1,3,17.5,17.5,75,18,0,1,412
2015-07-12 9:00,1,3,19,19,70.5,20.5,0,1,846
2015-07-12 10:00,1,2,20,20,62,27,0,1,1437
2015-07-12 11:00,1,3,20,20,64,24,0,1,1906
2015-07-12 12:00,1,3,20,20,69,23,0,1,2174
2015-07-12 13:00,1,3,20,20,71,26,0,1,2430
2015-07-12 14:00,1,3,21,21,64,27,0,1,2208
2015-07-12 15:00,1,3,21.5,21.5,62.5,28.5,0,1,2121
2015-07-12 16:00,1,2,22,22,65,29,0,1,2088
2015-07-12 17:00,1,7,20,20,76,27,0,1,738
2015-07-12 18:00,1,2,19,19,80.5,19.5,0,1,923
2015-07-12 19:00,1,2,19,19,78,23,0,1,770
2015-07-12 20:00,1,2,18.5,18.5,80.5,22.5,0,1,816
2015-07-12 21:00,1,2,18,18,83,18.5,0,1,562
2015-07-12 22:00,1,1,18,18,83,18,0,1,590
2015-07-12 23:00,1,1,18,18,83,17,0,1,419
2015-07-13 0:00,1,3,18,18,83,19,0,0,343
2015-07-13 1:00,1,3,18,18,83,17,0,0,183
2015-07-13 2:00,1,3,18,18,83,17,0,0,110
2015-07-13 3:00,1,3,17.5,17.5,85.5,16,0,0,53
2015-07-13 4:00,1,4,18,18,83,15,0,0,66
2015-07-13 5:00,1,3,18,18,83,10,0,0,130
2015-07-13 7:00,1,7,17.5,17.5,85.5,16,0,0,1364
2015-07-13 8:00,1,7,17,17,88,16,0,0,2696
2015-07-13 9:00,1,7,17.5,17.5,85.5,15,0,0,1335
2015-07-13 10:00,1,7,18,18,88,13,0,0,766
2015-07-13 11:00,1,7,19,19,85.5,18,0,0,834
2015-07-13 12:00,1,3,19,19,88,20,0,0,929
2015-07-13 13:00,1,3,20,20,83,22,0,0,1044
2015-07-13 14:00,1,3,20.5,20.5,75.5,26,0,0,1175
2015-07-13 15:00,1,3,21,21,73,24,0,0,1303
2015-07-13 16:00,1,3,21,21,69,25,0,0,1912
2015-07-13 17:00,1,3,21,21,69,24,0,0,3793
2015-07-13 18:00,1,3,20,20,78,28,0,0,3620
2015-07-13 19:00,1,3,20,20,78,21,0,0,2172
2015-07-13 20:00,1,3,20,20,78,21,0,0,1282
2015-07-13 21:00,1,7,19,19,88,24,0,0,792
2015-07-13 22:00,1,3,19,19,83,26.5,0,0,628
2015-07-13 23:00,1,4,19,19,78,27.5,0,0,390
2015-07-14 0:00,1,4,19,19,78,26,0,0,276
2015-07-14 1:00,1,3,19,19,78,20,0,0,157
2015-07-14 2:00,1,3,18.5,18.5,80.5,19,0,0,132
2015-07-14 3:00,1,3,18,18,80.5,20,0,0,73
2015-07-14 4:00,1,4,18,18,83,18,0,0,65
2015-07-14 5:00,1,3,18,18,80.5,19.5,0,0,132
2015-07-14 6:00,1,3,17.5,17.5,83,17,0,0,727
2015-07-14 7:00,1,3,18,18,83,15,0,0,2520
2015-07-14 8:00,1,3,18,18,78,15,0,0,4600
2015-07-14 9:00,1,3,19,19,73,18,0,0,2419
2015-07-14 10:00,1,3,19,19,75.5,16,0,0,1123
2015-07-14 11:00,1,3,19,19,78,12,0,0,1125
2015-07-14 12:00,1,3,20,20,71,16,0,0,1493
2015-07-14 13:00,1,3,20,20,69,16,0,0,1549
2015-07-14 14:00,1,3,21,21,66.5,17,0,0,1508
2015-07-14 15:00,1,3,21,21,69,18,0,0,1601
2015-07-14 16:00,1,4,21.5,21.5,67,16,0,0,2169
2015-07-14 17:00,1,3,22,22,61,15,0,0,4265
2015-07-14 18:00,1,3,22,22,61,16,0,0,4218
2015-07-14 19:00,1,7,21.5,21.5,69,12,0,0,1985
2015-07-14 20:00,1,7,19,19,91,11,0,0,1125
2015-07-14 21:00,1,7,19,19,88,8,0,0,915
2015-07-14 22:00,1,7,19,19,88,12,0,0,656
2015-07-14 23:00,1,7,19,19,88,11,0,0,515
2015-07-15 0:00,1,3,18,18,94,13,0,0,304
2015-07-15 1:00,1,4,18,18,91,12,0,0,206
2015-07-15 2:00,1,3,18,18,88,13,0,0,91
2015-07-15 3:00,1,3,18,18,88,13,0,0,67
2015-07-15 4:00,1,3,18,18,88,12,0,0,47
2015-07-15 5:00,1,7,18,18,94,10,0,0,122
2015-07-15 6:00,1,3,18,18,94,12,0,0,664
2015-07-15 7:00,1,7,18.5,18.5,91,13,0,0,1800
2015-07-15 8:00,1,3,19,19,88,11,0,0,3423
2015-07-15 9:00,1,3,19.5,19.5,85.5,13,0,0,2041
2015-07-15 10:00,1,7,21.5,21.5,73.5,16,0,0,1099
2015-07-15 11:00,1,7,19,19,85.5,17,0,0,1085
2015-07-15 12:00,1,3,18.5,18.5,83,19,0,0,1427
2015-07-15 13:00,1,3,18.5,18.5,80.5,15,0,0,1595
2015-07-15 14:00,1,3,19.5,19.5,75.5,12,0,0,1478
2015-07-15 15:00,1,2,21,21,69,15,0,0,1739
2015-07-15 16:00,1,2,22,22,61,12,0,0,2322
2015-07-15 17:00,1,3,22,22,61,12,0,0,4188
2015-07-15 18:00,1,3,22,22,61,8.5,0,0,4037
2015-07-15 19:00,1,3,22,22,61,9,0,0,2445
2015-07-15 20:00,1,3,21.5,21.5,58.5,8,0,0,1715
2015-07-15 21:00,1,2,21,21,58.5,7.5,0,0,1188
2015-07-15 22:00,1,2,20.5,20.5,58.5,7,0,0,861
2015-07-15 23:00,1,1,19.5,19.5,58,8,0,0,630
2015-07-16 0:00,1,1,18,18,60,7,0,0,374
2015-07-16 1:00,1,2,17,17,66,6,0,0,207
2015-07-16 2:00,1,3,18,18,78,11.5,0,0,149
2015-07-16 3:00,1,7,18,18,83,20,0,0,88
2015-07-16 4:00,1,3,18,18,78,19,0,0,91
2015-07-16 5:00,1,3,18,18,73,17.5,0,0,129
2015-07-16 6:00,1,3,18,18,78,16,0,0,774
2015-07-16 7:00,1,3,18.5,18.5,73,20.5,0,0,2445
2015-07-16 8:00,1,3,19,19,68,25,0,0,4686
2015-07-16 9:00,1,2,20.5,20.5,62,28,0,0,2567
2015-07-16 10:00,1,2,20,20,62,29.5,0,0,1295
2015-07-16 11:00,1,2,22,22,57,26,0,0,1277
2015-07-16 12:00,1,3,22,22,57,25,0,0,1704
2015-07-16 13:00,1,3,22,22,57,27,0,0,1651
2015-07-16 14:00,1,2,23.5,23.5,55.5,24,0,0,1603
2015-07-16 15:00,1,2,23.5,23.5,55.5,25,0,0,1870
2015-07-16 16:00,1,2,23,23,57.5,27,0,0,2429
2015-07-16 17:00,1,1,21,21,60,27,0,0,4319
2015-07-16 18:00,1,1,21,21,60,28.5,0,0,4375
2015-07-16 19:00,1,1,20.5,20.5,62,27,0,0,2654
2015-07-16 20:00,1,1,20,20,64,29.5,0,0,1800
2015-07-16 21:00,1,1,19,19,64,28.5,0,0,1127
2015-07-16 22:00,1,7,19,19,68,23.5,0,0,919
2015-07-16 23:00,1,1,18.5,18.5,73,11,0,0,773
2015-07-17 0:00,1,1,18,18,73,11,0,0,445
2015-07-17 1:00,1,2,18,18,70.5,9,0,0,265
2015-07-17 2:00,1,1,17,17,75,7.5,0,0,170
2015-07-17 3:00,1,1,17,17,75,6,0,0,101
2015-07-17 4:00,1,1,17,17,77,8,0,0,98
2015-07-17 5:00,1,3,17,17,77,12,0,0,154
2015-07-17 6:00,1,3,18.5,18.5,80.5,22,0,0,693
2015-07-17 7:00,1,3,20,20,78,23,0,0,2102
2015-07-17 8:00,1,3,20.5,20.5,71,22,0,0,4204
2015-07-17 9:00,1,3,21,21,69,23,0,0,2321
2015-07-17 10:00,1,3,22,22,65,20.5,0,0,1318
2015-07-17 11:00,1,3,22.5,22.5,59,25,0,0,1387
2015-07-17 12:00,1,2,23.5,23.5,55.5,25,0,0,1781
2015-07-17 13:00,1,2,24,24,47,30,0,0,1915
2015-07-17 14:00,1,2,24.5,24.5,44,29.5,0,0,1882
2015-07-17 15:00,1,2,24,24,45.5,30.5,0,0,2020
2015-07-17 16:00,1,2,23,23,48.5,28,0,0,2621
2015-07-17 17:00,1,2,22,22,50,24,0,0,4115
2015-07-17 18:00,1,2,22,22,53,21,0,0,3512
2015-07-17 19:00,1,2,21.5,21.5,55,21,0,0,2278
2015-07-17 20:00,1,2,20.5,20.5,58.5,19.5,0,0,1737
2015-07-17 21:00,1,2,19.5,19.5,62,19.5,0,0,1300
2015-07-17 22:00,1,3,19,19,62,20.5,0,0,1043
2015-07-17 23:00,1,3,18.5,18.5,54,21.5,0,0,1043
2015-07-18 0:00,1,2,17.5,17.5,62,23,0,1,840
2015-07-18 1:00,1,2,16.5,16.5,66,22,0,1,610
2015-07-18 2:00,1,2,16,16,65.5,21.5,0,1,469
2015-07-18 3:00,1,2,15.5,15.5,70,17,0,1,307
2015-07-18 4:00,1,1,14.5,14.5,74.5,18,0,1,210
2015-07-18 5:00,1,1,14.5,14.5,74.5,19,0,1,172
2015-07-18 6:00,1,1,15,15,72,17,0,1,173
2015-07-18 7:00,1,1,16,16,68,16,0,1,312
2015-07-18 8:00,1,2,17,17,64,17,0,1,643
2015-07-18 9:00,1,2,18.5,18.5,51,16,0,1,1216
2015-07-18 10:00,1,2,19.5,19.5,42,18,0,1,1807
2015-07-18 11:00,1,2,20.5,20.5,36.5,21.5,0,1,2402
2015-07-18 12:00,1,2,21.5,21,34,18,0,1,2989
2015-07-18 13:00,1,1,22,21,33,19.5,0,1,3200
2015-07-18 14:00,1,1,22.5,21.5,34.5,19.5,0,1,3423
2015-07-18 15:00,1,1,23,22,32,17,0,1,3471
2015-07-18 16:00,1,1,23,22,33,12,0,1,3491
2015-07-18 17:00,1,1,23.5,22.5,32,15,0,1,3378
2015-07-18 18:00,1,1,21.5,21,45.5,18,0,1,2974
2015-07-18 19:00,1,1,20,20,53,18,0,1,2395
2015-07-18 20:00,1,7,18.5,18.5,60,16,0,1,1476
2015-07-18 21:00,1,7,18,18,62,16,0,1,878
2015-07-18 22:00,1,1,17.5,17.5,64,15,0,1,775
2015-07-18 23:00,1,1,17,17,66,12,0,1,880
2015-07-19 0:00,1,1,17,17,59,9,0,1,855
2015-07-19 1:00,1,1,17,17,59,9,0,1,704
2015-07-19 2:00,1,1,17,17,59,9,0,1,503
2015-07-19 3:00,1,1,16,16,68,12,0,1,348
2015-07-19 4:00,1,1,16,16,68,12,0,1,247
2015-07-19 5:00,1,7,16,16,68,14,0,1,138
2015-07-19 6:00,1,7,15.5,15.5,79.5,17,0,1,114
2015-07-19 7:00,1,7,15.5,15.5,79.5,12,0,1,183
2015-07-19 8:00,1,1,17,17,63.5,18.5,0,1,416
2015-07-19 9:00,1,1,18.5,18.5,52,20,0,1,891
2015-07-19 10:00,1,2,20.5,20.5,49.5,26,0,1,1625
2015-07-19 11:00,1,1,22,21,45.5,24,0,1,2163
2015-07-19 12:00,1,2,23,22.5,42.5,27,0,1,2829
2015-07-19 13:00,1,2,23,22.5,42.5,28,0,1,2959
2015-07-19 14:00,1,1,23.5,23.5,42.5,28,0,1,3025
2015-07-19 15:00,1,1,24.5,24.5,41.5,29.5,0,1,3049
2015-07-19 16:00,1,1,25,24,34,30,0,1,3286
2015-07-19 17:00,1,1,24,23,34,29.5,0,1,3199
2015-07-19 18:00,1,1,24,23,28,25,0,1,2978
2015-07-19 19:00,1,1,23.5,22.5,25.5,22,0,1,2421
2015-07-19 20:00,1,1,22.5,21.5,23.5,21,0,1,1834
2015-07-19 21:00,1,1,20.5,20.5,30.5,16,0,1,1355
2015-07-19 22:00,1,1,20,20,36.5,9,0,1,934
2015-07-19 23:00,1,1,18.5,18.5,51.5,8,0,1,637
2015-07-20 0:00,1,1,18,18,70.5,9,0,0,387
2015-07-20 1:00,1,1,17.5,17.5,75,5,0,0,201
2015-07-20 2:00,1,1,17,17,77,5.5,0,0,143
2015-07-20 3:00,1,1,17,17,77,6.5,0,0,97
2015-07-20 4:00,1,4,17,17,77,5.5,0,0,66
2015-07-20 5:00,1,4,17,17,77,5,0,0,129
2015-07-20 6:00,1,3,18,18,75.5,6.5,0,0,716
2015-07-20 7:00,1,3,18,18,75.5,7,0,0,1834
2015-07-20 8:00,1,7,17.5,17.5,77.5,7.5,0,0,2418
2015-07-20 9:00,1,7,17,17,85.5,7.5,0,0,1921
2015-07-20 10:00,1,3,17.5,17.5,91,8,0,0,982
2015-07-20 11:00,1,3,19.5,19.5,83,8,0,0,982
2015-07-20 12:00,1,3,21,21,78,13,0,0,1412
2015-07-20 16:00,1,3,23,23,71.5,25,0,0,2269
2015-07-20 17:00,1,2,23,23,71.5,24,0,0,4223
2015-07-20 18:00,1,3,22,22,75.5,23,0,0,3880
2015-07-20 19:00,1,7,21,21,83,23,0,0,2134
2015-07-20 20:00,1,3,21,21,83,19.5,0,0,1406
2015-07-20 21:00,1,2,20.5,20.5,78,24,0,0,952
2015-07-20 22:00,1,2,20,20,78,25,0,0,589
2015-07-20 23:00,1,3,19.5,19.5,75.5,23,0,0,422
2015-07-21 0:00,1,3,18.5,18.5,62,31.5,0,0,265
2015-07-21 1:00,1,1,17,17,70.5,22,0,0,145
2015-07-21 2:00,1,1,17,17,70.5,23,0,0,86
2015-07-21 3:00,1,1,16,16,77,18.5,0,0,58
2015-07-21 4:00,1,1,16,16,77,17,0,0,48
2015-07-21 5:00,1,1,16,16,77,18,0,0,150
2015-07-21 6:00,1,1,16,16,74.5,18.5,0,0,819
2015-07-21 7:00,1,1,17.5,17.5,66,19.5,0,0,2455
2015-07-21 8:00,1,1,19,19,64,24,0,0,4618
2015-07-21 9:00,1,2,19.5,19.5,62,24,0,0,2572
2015-07-21 10:00,1,2,21.5,21.5,53.5,20,0,0,1345
2015-07-21 11:00,1,2,22.5,22.5,51.5,18.5,0,0,1359
2015-07-21 12:00,1,2,24,24,45.5,25,0,0,1714
2015-07-21 13:00,1,3,24.5,24.5,44.5,21,0,0,1741
2015-07-21 14:00,1,2,25.5,25.5,40.5,21,0,0,1629
2015-07-21 15:00,1,1,24.5,24.5,40,26,0,0,1816
2015-07-21 16:00,1,1,25,25,36,27,0,0,2577
2015-07-21 17:00,1,1,24.5,24.5,38.5,29,0,0,4666
2015-07-21 18:00,1,1,23.5,23.5,42.5,28,0,0,4753
2015-07-21 19:00,1,2,22.5,22.5,53.5,26,0,0,2841
2015-07-21 20:00,1,2,21,21,60,21.5,0,0,2000
2015-07-21 21:00,1,1,20,20,64,18.5,0,0,1458
2015-07-21 22:00,1,1,19,19,66,20,0,0,963
2015-07-21 23:00,1,2,19,19,64,20,0,0,618
2015-07-22 0:00,1,2,18.5,18.5,66,15,0,0,358
2015-07-22 1:00,1,1,17.5,17.5,72.5,14,0,0,179
2015-07-22 2:00,1,1,17,17,77,15,0,0,124
2015-07-22 3:00,1,1,16.5,16.5,77,13,0,0,93
2015-07-22 4:00,1,1,16,16,77,10,0,0,57
2015-07-22 5:00,1,1,16,16,77,9,0,0,161
2015-07-22 6:00,1,1,17,17,73,13,0,0,804
2015-07-22 7:00,1,2,18.5,18.5,66,16,0,0,2574
2015-07-22 8:00,1,2,19,19,64,20.5,0,0,4654
2015-07-22 9:00,1,2,20.5,20.5,58.5,19.5,0,0,2492
2015-07-22 10:00,1,2,21,21,53.5,19.5,0,0,1267
2015-07-22 11:00,1,2,22,21.5,48.5,21,0,0,1268
2015-07-22 12:00,1,2,22.5,22,45.5,23,0,0,1666
2015-07-22 13:00,1,2,22.5,22,47,24,0,0,1709
2015-07-22 14:00,1,1,21.5,21,50,24,0,0,1637
2015-07-22 15:00,1,7,21.5,21,50,28,0,0,1537
2015-07-22 16:00,1,7,19,19,62,24,0,0,2080
2015-07-22 17:00,1,2,20,20,60.5,19,0,0,4148
2015-07-22 18:00,1,2,21,21,57,16,0,0,4307
2015-07-22 19:00,1,2,20.5,20.5,58.5,15,0,0,2393
2015-07-22 20:00,1,2,19.5,19.5,54.5,17,0,0,1692
2015-07-22 21:00,1,2,19,19,56,16,0,0,1187
2015-07-22 22:00,1,1,19,19,54,15.5,0,0,898
2015-07-22 23:00,1,1,18.5,18.5,58,19,0,0,630
2015-07-23 0:00,1,1,17.5,17.5,62,14,0,0,313
2015-07-23 1:00,1,1,16.5,16.5,66,16,0,0,177
2015-07-23 2:00,1,1,15.5,15.5,70,10,0,0,102
2015-07-23 3:00,1,1,14.5,14.5,74.5,11,0,0,88
2015-07-23 4:00,1,1,14,14,77,13,0,0,70
